Comments,Label
 pesa ma china nii matum iruinthukoo indha world  enga elaraiyum kill all da china,1
 anjipal  unuku vera vela illaya yellorukum ora matheri reply kodukuura yenaku yenavo nee than yethuyo thika ninakara,2
 kovai  d studio  yep      ,7
 enga erukuravala  kattikiranvanga kuduthuvachavanga  paaaa,7
 i love you thiru nangai  super bro,7
 super speech akka love you            ,7
 manikandan   dai thevudiya payale yara paradesi nu solra      pombala poriki thevudiya          mariyatha kudutha mariyathaya pesanum     othaaaa      omala,6
 thirumalai kumar  enaku theriyala bro,7
 ivanunga nambala uireoda vidaa maattan pollaa      daiii china   ,1
 pavem romba pathika pattu irukkaru ram broooo,7
 na     ku opsr ila   athu avangaloda virupam namma pesa ryts ila   but future      homo ku kolantha valakanumnu aasa varuthu   apo adopt panranga    aptiye atha kolatha poi                      nu patha normal parents ta intro pana matha children parents enna soluvanga avan mentality unakum       pesatha soluvanga apro antha child nalama    antha kolanthaiku evaloo vali ah irukum  ,3
 tamila tamila  z tamil stop your program,7
 shinchan shinchan  eppadi pavam sollenda naan ponnu paiyan endru ninaichukkatha  antha kadavule shiva sakthiye aravani deivam than  yaaru sonna pavam endru  unakku ethavathu distrub agutha  ,2
 bro vera leval nenga kantipa sathipingao,7
 ithu original prank aaa    training koduthu pesra maari theriyuthu lightaa        but    semmayaa iruku   ,7
 iranian thevadiyaluku pirantha h  raja  dai unnudya nakai vetta nal nerunki varuthuda  ,6
 nenga  sollura mathiri irunthale  entha kudumpathilum pirivu enpathu irukkave irukkathu,2
 sathiyasiva t      unakku therinja ponnu veeda   ah appo apdi thanda irukkum monna k     ,6
 pon mozhi  s   apdi thaan irukum brother  pazhagidum  yaarkitana pesinaa   adi dhoool,7
 ungaliku entha credit lam illa avangaluku mattum than avangalu ku enna manasu da kadavul avangala valthanum,7
 athuku karanam na ambala na enna venalum pannuva apdi enra thimiru namaku oru sattam avagaluku oru sattam ya purusha apdi tha solluvaru,6
 comedy pannathingada pongada luau pasangala,6
 love is love     love has no gender   lgbt   is pride ,7
 avargal vitta kusuvil than paraviyathu,3
 behave as if so smart  smart a badhil sonnaa budhisaaliya  asingam  adhukooda puriyaadha muttaal ,6
 ebenezer kirubakaran  if   what it means,7
 kalaivani r  enna kalavani enkita pesuna un puthi ella vella vanthuvidum nu pesamayriya,7
 dinesh dinesh  uga nunber send me,7
 sasikumar seenivasan  vera yaru nalla thittam vechi erukaganu negale solluga    naga avagaluku vote podurom,2
      avungale accept pannitangena avunge enna avalo periye paruppa  ,7
 yes    gay vera transilate vera,7
 mental site deuiii loosu unna mathiri alaa thaa thediiii kittu iruka avinga love marriage illa arrange marriage love paithiyamm pidichu thiriyara neenga thaanda pirachana panni pirnchadrenga koncham naalaaa,7
 i am also gay ur details pls       ,7
 jathai tha mukiumm na un veetu septick tank neeye clean pannu unga area ditch clean pannu rice neye vivasayam pannu dress neye sei serpu neeye sei ellam venum nanga perpilagal vendama naikala,7
       sama fun prank,7
 naa onga channel la entha prank kum parthathu illa aana intha prank a paarthathum onga channel oda mega periya fun aaittain enaku therinjee ongaloda yella prank kaium paakamalaiyai sollurain intha prank maathiri entha prank kum irukaathu neenga prank pannathulaiyai ithu thaan best prank aaa irukum apadnu naa nanaikurain,7
 yes we re so gay and we re always gay,3
 chutti payyan sam  pon namer sent me,7
 rajeswari rajagopalan kastam than yala manasayum kasta paduthuvanga,0
 tamil bird  evargal manitha janmagal kidaiyathu,7
 aamappa naanum andha video paarthen semma kili kili nu kilichu thonga vitrutaru,7
 meme creator ku endha episode le heavy damage pole,7
 super bro vera level       ,7
 smart subash daii neya avanungalakku support panra nee    illa gaya maiyuru ulagam alinchi pothu             maiyuru adathavana nalla vallikku kondu varanum illa ithu thappu i sollanum naye,3
 unkaluku arivu irruka avanga virubam endu sollurinka arivu illa nasama pochuuuu,7
 akka ithan ennoda no ungalukku enna help venumnslum le lunga                     enna la mudijja uothaviya nan seiven     unga mela pavappatu illa     enakkum oru freds irundha di piritthiga yasini       police     i love you akka,4
 pennum pennum tha valanuna apro edhukaga aanaiyu pennaiyu padachanga edhella oru polappa asingama ella,3
 veera vaanjinatha priyan veera tamil singam dai naye unne seruppala adikkanu naye paradesi naye,6
 super sir     en kanavarkuda migavum aanadhikkam pidithavar avar soldradhudhan sattam enbar indha video pakkakuda avaruku viruppam illai eppayum pengal kanavaruku adimaidhana      ,6
 vera level thala ne  love u    ,7
 avanugala soru thanni illama patdini potdu kollanum,0
 mention panala na   comments la ava ena transgender ah nu kepanga nanba   athu itha vida kodumai,7
 othaa da olu olaga maga olu    ela false accusations  thaan  othaaa  ,6
 sex pidichatha pannura normel avanga ishratthukka en purangal theriyala thanga,7
 video super lastla helping video kaga i m new subscriber bro   ,7
 romba azaga sollirukinga vera leval,7
 vampier       u from send me you number,7
 ur talking like my dad   ,7
 chanakya sabadham   pathi pesunga bro,7
 poda porampokku naikal h raja,6
 sushil kumar dowry wangulawana rendu seruppalayum adikkanum,7
 dai seeman mayera poda pakestanukku,6
 mr  anand srinivasan   mr   ramasubramaniam are well human beings  ayya undu ayya thunai kaliyog raja ayya siva siva siva arakara arakara,7
 vairamuthu    d m k   muthirame  kudichhavan      ,6
 neenga appdi yara kandu pudichinga,7
 video eadokuran parru avan tha unmayatha ambala pola    ,7
 food items la avanga controll ila yenda ipd psndreanga nimadhiyana oru lifeye pochu,1
 epaum love marriage panna cast pakkuranga,7
 athukuthaan namma pasanga than memes pottu o hu thalnanga    ,6
 yooo edhu enaaiyaa pudhu pudusaa kandupedichu makaalee bayapadavaikurenghaa,1
 rashtriya swayamsevak sangh rss  thank you so much,7
 enaku aluga alugaya varudu eppo innda pumi la ella parents um inda love ha ettikuvaga      ,7
 thala sathish  instagram i d solluga bro naa massage panra,7
 p  nagaraj       oru naaal aana feel panuvaanga bro avunga enda itha panonu    unma theriya varumbothu  ,2
     correct sir  i appreciate ur comments ,4
 makkal pavam avanga enna pannuvanga,7
 they vai ellamai pesathiga ok ethu eyarkai yaana vesayam yaaru onnu pannamudiyadhu yaaraiyum asigama pesathiga,2
 her talking ways is  sooo cuteeeee,7
 nanba vera level act uh nanba       keep rocking nanba     therikka vidarom ,7
 pora pokka patha china la ellarum zombie ah maara poranungaa     ,1
 ulagathula manusa jaathi onnu than       like u      thirunangai    valka     avanga romba nalla vanga    please yarum avangala othukathinga     ,4
 pesurathula nallatha irukku aana pesura visayamtha nalla illa,7
 ipo ennamo naadu apdiye poothu kulungara madhiri pesitu irukanga    neenga ellarume first oruthanuku oruthi nu vazhunga aparam naatoda munetratha pathi pesalam,3
 kalaivani r  vidiyal varum  don t worry  chennai ha neenga,7
 vanthutarya thiravida kelvi   brahmina kambu sutha arambitychiruveengalae   dravidanna vatamudiuveebga,7
 awesome to see final last ending awesome words,7
       ena d solra lesibiana       ,5
 andha manasu than sir kadavul  ,7
 dai ungala world map la irunthe thookanum daa        thaa,1
 dai high court paathiya   intha naaingaluku rights kodutha eppdi aduthuinga paaru          ,7
 idhuku eppo vaccine kandu pidipanga terla,7
 wow really super lgbt filings enne ma sillirukan katai aasiruyar   vaalthugal   evelai nalla filings alaga sollirukange     enaku lgbt avargalai paartha innum  perumaiyanne filings varuthu     good attend  ,4
 i love brahamins sans brahminism ,7
 ivan or ival  boy illa girla    ival  ivan   na   i m confused  ,0
 i m now chennai coimbatore venobaji nagar teja sakthi college           ,7
 un appavo ammavo lgbt ya irundhirundalo illai un unarvugal madhiri anaivarum possitivagovo illai negativagovo future la marianal neengal punidhama ninaikra indha manidha sorry lgbt community eppidiuruvagum    nammaku irukum indha vinodhamana against nature unarvugalukaga sooriyana matumo illa chandrana mattumey podbumnu sollamudiyathu thozhiye     ,3
 mersal kanmani  yess naanum athey than solla nanechen     yaarum avare appreciate pannala     paavam madan gowri kashta pattu information collect panni nammaku share panraru         ,7
 super that thirunangai super        ,4
 ada madha veri pidicha thevidiya naaigala angutu poitu oombunga da thoomaya kudukigala,6
 vazhapu seri illa   unga appa unna mari iruntha unga amma unna mari iruntha nee poranthu irukka matta    ippadi nee penathuratha naanga kettu irukka mattom,3
 neenga yeanda eppo paarthalum enga poola sappuringa        muslims na unakku avlo elakkarama    vairamuthu aandala pathi pesuna adhu unga kadavul pratchana     adha vittu nee idhula muslims and christians sa pathi edhukku pesura    ,3
 sema memes mike kidaicha istathukum pesirathu avungala vachu seiyarathu memes,7
 evolo peru vanthalu en purusan thirutha matar  yaru soinalu avar seivathai tha seivar,6
 un side pesirundha chuma irundhirupa  ponungalikaga pesna keduketa amblaingaluku porukadhu,7
 anna nega vera level blacksheep ku aprm nega thaa,4
 rendume thappu than appadiyum puriyala na nalla ponna ah pathu marriage pannikonga sis,7
 bro eppa nenga lady getup pottu prank pannuvinga,7
 unmaiyavae ivanga namma ellorvidavum uyarnthavargal                        dr sissy i love u unga pasam ku equal ku ethuvum illa             ,7
 eanda echa raja neeyallam oru aala,6
 varaverka thakathu   mathavanga iyarkayana unarchikum urimaikum suthanthiram kodukanum   avangaluku maathi kalyanam pani vecha aan pen  rendu perume ilara vaazhkaila santhoshama iruka mudiyathu   aana ithanala oru silaruku prachanayum varum vaaipu iruku,2
 en kattunavan en pecha ketkirathe illa,7
 sssss nammaku soru thaan mukkiyam i support you bro,7
 please make a video on fidel castro please ,7
 ajay aravinth d  age machi,7
 karthik karthik  hi kaarthick iam karthick,7
 adu avanga avanga istaml pa    ppl have different opinions,7
 edha solida una thitradhu   comments una already kazhuvi oothitanda echa raja,6
 i think     episode    paarunga oru vaati   ,7
 madan raj     vayasukku mela kalyaanam aana enna aavala nna enna,7
 richard fredrick  dai unaiku thruma,7
 nee sekaram seathuduva potta nayea porambokku punda unnala aruthu savadikanum theavidiyaluku poranthavanea okka vittu sambathippa pola un v la erukaravaggala athan kolluppu,6
 saalih boy  athu puriyama nakal adikurar gopinath,7
 sindhithu parugal jathi na ena enaku puriyala athuku ethuku sooru neerum iruntha pathaatha,7
 ellam devolopment nu perla ellarum pesuranga apram neraya problem varum bothu therium   india culture         traditional apdi nu neraya iruku ana ipa athu ellam konjam konjma aliethu  athu yarukavuthu kannuku therietha    already north side la ellam pochu   ipa tamilnadula    ,2
 karthik kumar   aamam bro ivanga cmntlaam padicha namakudhaan thala vali   edhukku   ,7
 life la panpada maathuninga puthu trnd nu dressing ah maathininga freedom venum ponunga thapuga thapu nu pasangalum pasanga thapunu pongalum sariyamaathanum nu try panuninga kadaisila ungalaiyea neenga maathikitingalea kadavul pena aanukum aana penukum padachaaru aana ariviyal valarchiyaala rendumea ilaama uyira uruvaaka try panuninga ipo ungalaiya ilanthukitu irukinga manasu maarunga da payanuku ponnum ponuku payanum apdingiratha marathuraathingada athu thaan saiyum kooda entha marabanuvaiyum minchinathu namaloda panpadu kalaacharam palakavalakam saapada maathunathu maathiri elathaiyum maathirathinga da maatuku epdi kalaacharama  paakuringala ithuvu apdi thaan this is absolutely idiotic video which will suckss   ,3
 akka semma cutea erukinga g,7
 namma mannuku endhagalarudhan dhangachi adhupola america mannuku andhagalarudhan ungandhadu dholiy  iyargaiki dherium kalarai dhirumaniga,1
 raja kalam bro athe thambi mari iruke thangachi answering like admk minister     ,7
 vara vara seeku vandha koli mari aaite vara di,5
 i love you so much da      ,7
 aashiq nee    s kid ah   ,7
 chiii tn la ivlo paithiyam iruka   ,1
 jossap i m yashin ungal nambar mis aitu pa sand mi,7
 ponga  da dei  ponnungala ithu chiillatayaluva,5
 padichavangale ippadi sonna innum jathi veri athigarikathan seiyum  ,7
 eangalugu ore baby erugu  varathasanai vangama erugura  anna ng erukanga sir,7
 gethiyonraj raj  ya namper u distict,7
 swathi sankarraj  thappu ileengg    apdiye indha ponnunga kita payan ku government job irukanum   ivlo sothu irukanum    adhu irukanum idhu irukanum nu kekradhayum konjam nirutha sollunnnggg    dowry kuduka mudiyama kalyanam aagama iruka ponnungala vida ipo naan rendavadhu sonna   adhuku dowry madhiri thani perlaam ileeng  matter naala marriage aagama iruka pasanga thaanga adhigam   example ku en class la ella ponnungalakum marriage aahirichingg   but    percent pasangaluku kalyanam aagaleenggg   ,2
 pallan pariyan vidula first marriage panavai karupalani   salvage,7
 kamalakannan vetri adutha jenmam la kidiyathu    ore murai jevanum maranamum,7
 hi bro i love you   ,7
 ithu pombalaya aambalaya mental mari pesuthu komba,0
 unga profile picture t shirt la irukku  type panradhu tanglish  neenga kalaacharathuku madhippu kudukreenga pola  neenga culture ah kaapathura aal na poi kaapathunga  aduthavangala idhu sei ipdi sei nu solradhuku neengalum naanum yaaru  kadavula  ,2
 nandha kumar  mattu muthiram kudikira punda mavane,6
 kathi sanda pota nalava erukum,7
 ulagam enge poguthu azhivu nichayam varapoguthu,7
 anna vera level social experiment neenga vera level anna ipdiye prank pannunga ungalukaga naa enala evolovu mudiyumo adhuku meala support pandren,4
 pasanga ponnugala evlo perumaiya pesuranuga   epo vera singapene soli vera level la ponnugala vachirukanuga   aana indha ponnuga enn pasangala target pannuraga nu teela   ponnugala illa na pasanga valudhuduvanga   pasanga illana ponnuga valamudiyadhu,5
 libra rathee enaku self confidence eruku     modala naan settle aagama ennoruthar vaalkaikula pomaten,7
 sharuk sameer thax a lot man   ,7
 anand kumar rajagopalan  hi anand hw ugod bless you     ,7
 sarida pathurupaiku avakatra sari ne entha mairuku atha katra   avalavida neethanda manakettavan,7
     pathi details  ah pesunka ella products bar code     la epdi crct ah varuthu atha pathi details  ah solunka,7
 plz youtube la santa podathika tamil desiyam ippo than valanthu varuthu niga plz santa podathiga,7
                   bro bible la homosexual thappunnu irukku but andha people ah apdi uruvakkunathum jesus nu why purunjukka maatinguringa   and indha maari social media la badword pesurathu ungalaala unmayana christians ku avamaanam   nenga bible pathi pesaathinga,3
 advice lam nallan tan eruku  appe un magalai   enna mathiri oru rendungketanuku kalyanam pannikudupiya  ,0
 yoooo vera level ya    ,7
 rafeeq samreen rafeeq samreen  naanauchu pakathu veetlae piranthaen nee arabia thevadiyaaluku pirantha thuluka anniya naayae    enggal tamil deivangal pudikalaina kelumbudaa un arabia naatuku   unnakaga kathukunu irrukaan arabu naatu kaaran islamia sakotharanaaga    thuluka thevadiya naiyae,6
