Comments,Label
"	இவழுகளுக்கு தனது பெண் உறுப்பு தான் விரிவு அடையும்......; ; இது தான் பெண் சுதந்திரம் விரிவாக்கம்....",Misogyny
"	ஏன்டா எச்ச",None-of-the-above
"	ஆனந்த்சீனிவாசன் அவா்களே கிாிஸ்தவ மிஷினாி நடத்தர பள்ளி கல்லுாிகளில் நடந்தபாலியல் புகாா்களுக்கு கருத்து வாய் திறப்பிா்களா",None-of-the-above
"	நம்மால் உணரமுடியாத உணர்வுகளெல்லாம் செயற்கையல்ல அதுவும் இயற்கையே கடவுளின் கலையில் இதுவும் ஒன்று",None-of-the-above
"	m .malathi  avarkal காலங்காலமாக இதை தான் செய்கிறார்கள்",None-of-the-above
"	Right Time ; நீ ரொம்ப யோக்கியனோ? நீ எழுதும்  அவன் இவன் என்ற அவமரியாதையான எழுத்துக்கள் தான் தமிழன் மெண்டல் என்று பிற மாநிலத்தவர்கள் கேலி செய்து சிரிக்கும் அளவுக்கு  நீயே நிரூபிக்கும் வகையில் உள்ள உனது பண்புதான் இது என தெரிகிறது!! தமிழன் பிறருக்கு மரியாதை கற்றுக்கொடுத்த முதல் இனமாம்!! உலக மகா பொய்!!  கேவலம்!! காலக்கொடுமையடா சாமியோவ்!!",None-of-the-above
"	பழனியப்பன் தலையில் இப்போதுதான் சிறிதாவது ஏறி இருக்கும்னு நினைக்கிறேன்!",Misandry
"	பூல் சப்ப தான்",None-of-the-above
"	ஏன்டா நாயே அடுத்தது உன்தலை உருலபோகிறது",None-of-the-above
"	H.ராஜா அவர்கள் எவரையும் கடுமையான வார்த்தைகளால் பேசக்கூடாது. நீங்கள் உயர்ந்த குணம் கொண்டவர்கள். வைரமுத்தூ ச்ச்ச்ச்சீமான் வைகோ என்கிற சைக்கோ இவன்களெல்லாம் கூவம் சாக்கடை போன்றவர்கள். சாக்கடை மீது நீங்கள் கல்லெறியலாமா. நீங்கள் தான் நாறிப்போவீர்கள்.கருத்துக் கண்டணம் தவறல்ல.அந்த சாக்கடை பன்றிகள் போல் நீங்களும் மாராதீர்கள்.நீங்கள் குணத்தால் மிக மிக உயர்ந்தவர்கள் என்பதை நினைவில் கொள்ளுங்கள்",Counter-speech
